News_Title	Description	Date	Article_URL
Defence gets 13% of Budget, outlay up 10% to Rs 6.81 lakh crore	Union Budget 2025: Of the total capital outlay, Rs 1.48 lakh crore would be spent on modernisation of the Armed Forces.	Updated: February 2, 2025	https://indianexpress.com/article/india/union-budget-2025-defence-gets-13-per-cent-of-budget-outlay-up-10-per-cent-to-rs-6-81-lakh-crore-9812665/
Union Budget 2025: Presumptive taxation for non-residents may give a boost to chip manufacturing	The regime could significantly slash tax burden on income of non-residents in India, according to experts.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-2025-presumptive-taxation-for-non-residents-may-give-a-boost-to-chip-manufacturing-9812765/
Union Budget 2025: Grameen Credit Score to serve credit needs of self help groups	The announcement is significant in view of property cards being distributed under the Centre’s SVAMITVA Scheme, which are expected to spur credit demand in rural areas.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-2025-grameen-credit-score-to-serve-credit-needs-of-self-help-groups-9812766/
Union Budget: Job guarantee scheme outlay flat at Rs 86k crore, rural housing gets  Rs 54k crore, little over FY25	The Pradhan Mantri Awaas Yojana-Gramin (PMAY-G), which saw a drastic cut at the revised estimates (RE) stage, has also been allocated almost the same amount as the last year.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-job-guarantee-scheme-outlay-flat-at-rs-86k-crore-rural-housing-gets-rs-54k-crore-little-over-fy25-9812783/
Union Budget: Job guarantee scheme outlay flat at Rs 86k crore, rural housing gets  Rs 54k crore, little over FY25	The Pradhan Mantri Awaas Yojana-Gramin (PMAY-G), which saw a drastic cut at the revised estimates (RE) stage, has also been allocated almost the same amount as the last year.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-job-guarantee-scheme-outlay-flat-at-rs-86k-crore-rural-housing-gets-rs-54k-crore-little-over-fy25-9812783/
Income Tax slabs recast: Rs 80,000 a year and up: Banking on increase in take-home to spur spends	With the increase in exemption slab to Rs 12 lakh, those who earn up to Rs 1 lakh per month will not have to pay any Income Tax. According to the government, nearly 1 crore taxpayers who fall in this income bracket are expected to benefit from this move.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/income-tax-slabs-recast-rs-80000-a-year-and-up-banking-on-increase-in-take-home-to-spur-spends-9812770/
18 Pakistani soldiers killed in fighting with separatist rebels in Balochistan	The military said troops suffered casualties when they engaged the insurgents who erected barricades on a key highway in Kalat, bordering Afghanistan.	February 2, 2025	https://indianexpress.com/article/pakistan/18-pakistani-soldiers-killed-separatist-rebels-balochistan-9812828/
Trump imposes new tariffs on Canada, Mexico and China over fentanyl, immigration	Officials from Trump administration said that energy products from Canada, including oil, natural gas and electricity will be levied 10% tariff but Mexican energy imports will be charged 25% duty.	February 2, 2025	https://indianexpress.com/article/world/trump-imposes-tariffs-on-canada-mexico-china-fentanyl-immigration-9812817/
Rs 79,398 crore Covid-loan: Govt gives two-year moratorium extension to Railways	According to the Budget documents for financial year 2025-26, presented by Finance Minister Nirmala Sitharaman Saturday, the repayment of the loan was to begin in financial year 2024-25 as the loan was provided with three years of moratorium only.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/rs-79398-crore-covid-loan-govt-gives-two-year-moratorium-extension-to-railways-9812558/
Union Budget 2025: National Manufacturing Mission for small, medium, large industries soon	The mission’s mandate will include five focus areas – ease and cost of doing business, upskilling for in-demand jobs, MSMEs, availability of technology, and quality products.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-2025-national-manufacturing-mission-for-small-medium-large-industries-soon-9812778/
Budget 2025: Import duty tinkering to see states receiving less	Centre has lowered basic customs duty on 37 items with no change in effective rates	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/budget-2025-import-duty-tinkering-to-see-states-receiving-less-9812712/
Budget 2025 | Recycling boost: Duty on waste EV batteries removed	The decision to remove customs duty on critical minerals scrap, a long-standing demand of the recycling industry, comes after the Ministry of Mines announced a Rs 1,500 crore incentive scheme for recycling under the National Critical Minerals Mission (NCMM) on Thursday.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/budget-2025-recycling-boost-duty-on-waste-ev-batteries-removed-9812718/
Budget 2025: Subsidy bill set to fall to 6-year low	Rs 426,216 crore provided towards all Central subsidies for coming financial year	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/budget-2025-subsidy-bill-set-to-fall-to-6-year-low-9812719/
Delhi gets Rs 100 cr more than last year in Union Budget: AAP calls it ‘major disappointment’, BJP says ‘balanced’	The transfers include grants in aid of Rs 968.01 crore under the revenue head and Rs 380 crore as loans and advances under the capital head, which deals with capital or infrastructural expenditure or investment, as compared to Rs 280 crore as loans and advances during the previous fiscal.	Updated: February 2, 2025	https://indianexpress.com/article/india/delhi-gets-rs-100-cr-more-than-last-year-in-union-budget-aap-calls-it-major-disappointment-bjp-says-balanced-9812703/
‘Good for farmers, MSMEs’: Textile industry hails budget	SGCCI Vice President Nikhil Madrasi said, “There is universal joy as the age-old demand of individual taxpayers has been accepted. Due to this revision in tax slabs, people will now be motivated to pay taxes...The country's economy will benefit in an overall way...”	Updated: February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/good-for-farmers-msmes-textile-industry-hails-budget-9812680/
Union Budget: As AIIMS gets hike of Rs 677 crore, infra &amp; new equipment in focus	The budget allocation for Safdarjung Hospital and associated Vardhman Mahavir Medical College (VMMC) has also been increased by nearly 16%.	Updated: February 2, 2025	https://indianexpress.com/article/cities/delhi/union-budget-as-aiims-gets-hike-of-rs-677-crore-infra-new-equipment-in-focus-9812679/
No hike in Budget, but road and rail still among govt’s top capex drivers	While both ministries got the same capex allocation as in last year’s Budget, they still account for around 48 per cent of the total capex allocation across ministries.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/no-hike-in-budget-but-road-and-rail-still-among-govts-top-capex-drivers-9812573/
Industry leaders happy Budget 2025, call it ‘growth oriented progressive plan’	Shashank Paranjape, Managing Director, Paranjape Schemes (Construction) Ltd. called the budget visionary, aspirational and efficient for urban living. He said that the Urban Challenge Fund in the budget is a transformative step for real estate. 	Updated: February 2, 2025	https://indianexpress.com/article/cities/pune/industry-leaders-happy-budget-2025-call-it-growth-oriented-progressive-plan-9812569/
Historic, Modi hai toh mumkin hai: BJP on I-T relief	BJP's Rajya Sabha MP Samik Bhattacharya said, “People are conscious enough to see the salient features of this Budget, including tax benefits for the middle class.” 	February 2, 2025	https://indianexpress.com/article/cities/kolkata/historic-modi-hai-toh-mumkin-hai-bjp-on-i-t-relief-9812799/
Zelenskyy says excluding Ukraine from US-Russia talks about war "very dangerous"	The nearly three-year war in Ukraine is at a crossroads. Trump promised to end the fighting within six months of taking office.	February 2, 2025	https://indianexpress.com/article/news-today/zelenskyy-says-excluding-ukraine-from-us-russia-talks-9812800/
Dhankhar at Kumbh: ‘Haadsa hua par kitna tuarit gati se maamle ko handle kiya gaya’	Speaking to reporters, he said the world would be astonished to know that the number of people who have arrived at the Maha Kumbh is almost equal to the population of the United States of America.	February 2, 2025	https://indianexpress.com/article/cities/lucknow/dhankhar-at-kumbh-haadsa-hua-par-kitna-tuarit-gati-se-maamle-ko-handle-kiya-gaya-9812791/
Union Budget 2025: New urea plant to come up in Assam	If this proposal in the latest Union Budget fructifies into investment, it would be the eighth new urea plant to come up in India since 2019.	Updated: February 2, 2025	https://indianexpress.com/article/business/budget/union-budget-2025-new-urea-plant-to-come-up-in-assam-9812784/
CM lauds akharas for ‘restraint’ post-stampede, says ‘conspiracy afoot against Sanatan Dharma’	After landing in Prayagraj, he directly headed to Sangam Nose, the site of the stampede. There he was briefed by Mela Officer Vijay Kiran Anand and DIG Vaibhav Krishnat.	Updated: February 2, 2025	https://indianexpress.com/article/cities/lucknow/yogi-praises-akharas-restraint-post-stampede-alleges-attempt-to-conspire-against-sanatan-9812776/
These Delhi govt school grads are now success stories. Here’s what worked for them — and what didn’t	In the run-up to the Delhi Assembly polls, the AAP has pitched its education schemes and the overall transformation of government schools to bring them at par with private institutes as its major achievements. The Indian Express speaks to former students about what helped them in school and what they think can be improved upon	February 2, 2025	https://indianexpress.com/article/cities/delhi/these-delhi-govt-school-grads-are-now-success-stories-heres-what-worked-for-them-and-what-didnt-9812756/
Armed with a foreign degree, engineer ran PhD admissions racket; arrested	The scam came to light when a woman came across Khan's website. According to the police, she contacted Khan through the number listed on the website and soon transferred Rs 1.8 lakh to jumpstart the admission process.	February 2, 2025	https://indianexpress.com/article/cities/delhi/armed-with-a-foreign-degree-engineer-ran-phd-admissions-racket-arrested-9812711/
How Delhi cop posed as a groom ‘desperate to get married’, busted fake wedding racket	Police said the couple has two children and was leading a low-profile life, with the man working as an e-rickshaw driver in Jahangirpuri to evade arrest.	February 2, 2025	https://indianexpress.com/article/cities/delhi/how-delhi-cop-posed-as-a-groom-desperate-to-get-married-busted-fake-wedding-racket-9812710/
Elect a triple-engine govt in Delhi: Uttarakhand CM Pushkar Singh Dhami	Encouraging voters to choose BJP candidates, Dhami added, “You have already installed one engine by electing us in the Lok Sabha. Now, you must install another engine in Delhi and create a triple engine in Matiala for better governance and development.”	February 2, 2025	https://indianexpress.com/article/cities/delhi/elect-a-triple-engine-govt-in-delhi-uttarakhand-cm-pushkar-singh-dhami-9812708/
AAP govt is one of ghotale and ghaple, protects intruders: Amit Shah; Kejriwal hits back	“Kejriwal had claimed he would close liquor shops in residential areas, but instead of shutting them down, he got involved in a liquor scam... Kejriwal has taken thousands of crores of rupees in the liquor scam,” he alleged.	February 2, 2025	https://indianexpress.com/article/cities/delhi/aap-govt-is-one-of-ghotale-and-ghaple-protects-intruders-amit-shah-kejriwal-hits-back-9812714/
Better roads, sewers that don’t overflow, proper drinking water: What voters want in East Delhi"s Trilokpuri this election	For the upcoming elections on February 5, Kumar has been replaced by Anjana Parcha who previously served as a ward councillor in Trilokpuri. The BJP has fielded local leader Ravikant Ujjain while the Congress candidate is Amardeep.	February 2, 2025	https://indianexpress.com/article/cities/delhi/better-roads-sewers-that-dont-overflow-proper-drinking-water-what-voters-want-in-east-delhis-trilokpuri-this-election-9812709/
Armed with a foreign degree, engineer ran PhD admissions racket; arrested	The scam came to light when a woman came across Khan's website. According to the police, she contacted Khan through the number listed on the website and soon transferred Rs 1.8 lakh to jumpstart the admission process.	February 2, 2025	https://indianexpress.com/article/cities/delhi/armed-with-a-foreign-degree-engineer-ran-phd-admissions-racket-arrested-9812711/
How Delhi cop posed as a groom ‘desperate to get married’, busted fake wedding racket	Police said the couple has two children and was leading a low-profile life, with the man working as an e-rickshaw driver in Jahangirpuri to evade arrest.	February 2, 2025	https://indianexpress.com/article/cities/delhi/how-delhi-cop-posed-as-a-groom-desperate-to-get-married-busted-fake-wedding-racket-9812710/
Elect a triple-engine govt in Delhi: Uttarakhand CM Pushkar Singh Dhami	Encouraging voters to choose BJP candidates, Dhami added, “You have already installed one engine by electing us in the Lok Sabha. Now, you must install another engine in Delhi and create a triple engine in Matiala for better governance and development.”	February 2, 2025	https://indianexpress.com/article/cities/delhi/elect-a-triple-engine-govt-in-delhi-uttarakhand-cm-pushkar-singh-dhami-9812708/
AAP govt is one of ghotale and ghaple, protects intruders: Amit Shah; Kejriwal hits back	“Kejriwal had claimed he would close liquor shops in residential areas, but instead of shutting them down, he got involved in a liquor scam... Kejriwal has taken thousands of crores of rupees in the liquor scam,” he alleged.	February 2, 2025	https://indianexpress.com/article/cities/delhi/aap-govt-is-one-of-ghotale-and-ghaple-protects-intruders-amit-shah-kejriwal-hits-back-9812714/
Better roads, sewers that don’t overflow, proper drinking water: What voters want in East Delhi"s Trilokpuri this election	For the upcoming elections on February 5, Kumar has been replaced by Anjana Parcha who previously served as a ward councillor in Trilokpuri. The BJP has fielded local leader Ravikant Ujjain while the Congress candidate is Amardeep.	February 2, 2025	https://indianexpress.com/article/cities/delhi/better-roads-sewers-that-dont-overflow-proper-drinking-water-what-voters-want-in-east-delhis-trilokpuri-this-election-9812709/
Posters to pep talks: Targeted messaging at heart of BJP’s grassroots campaign for Delhi polls	“The people in government colonies are not even interested in listening about free water and electricity. They are more concerned about issues such as cleanliness, delay in garbage-picking, maintenance of parks and street lights,” says Mamta Sharma, sister-in-law of BJP candidate and two-time R K Puram MLA Anil Sharma. 	February 2, 2025	https://indianexpress.com/article/cities/delhi/posters-to-pep-talks-targeted-messaging-at-heart-of-bjps-grassroots-campaign-for-delhi-polls-9812707/
Delhi Police gets Rs 12,000 crore in Budget, 7% surge compared to last time	The Budget has been allocated for routine expenses as well as infrastructure and IT projects, including developing a modern traffic system and communication networks.	February 2, 2025	https://indianexpress.com/article/cities/delhi/delhi-police-gets-rs-12000-crore-in-budget-7-surge-compared-to-last-time-9812666/
Trump says Venezuela agrees to receive illegal migrants captured in US	The Republican president's announcement came the day after US envoy Richard Grenell met with Venezuelan President Nicolas Maduro.	Updated: February 2, 2025	https://indianexpress.com/article/world/trump-says-venezuela-agree-receive-illegal-migrants-us-9812725/
High-level committee to review non-financial sector regulations	Objective of panel: To strengthen trust-based economic governance	February 2, 2025	https://indianexpress.com/article/business/budget/high-level-committee-to-review-non-financial-sector-regulations-9812720/
Egypt"s Sisi, Trump discuss Gaza; no mention of Palestinian transfer	Egypt said the two leaders had a positive dialogue that stressed the importance of fully implementing the first and second phases of the ceasefire between Israel and Palestinian militant group Hamas.	Updated: February 2, 2025	https://indianexpress.com/article/news-today/egypt-sisi-trump-discuss-gaza-no-mention-palestine-transfer-9812717/
Gujarat CM terms Budget as visionary; Opp calls it disappointing, election-specific	CM Patel hailed the "visionary budget" of Prime Minister Narendra Modi-led NDA III government as one that "paves the way for holistic development of the states" and "empowers" them to contribute to the Viksit Bharat 2047 mission.	Updated: February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/gujarat-cm-terms-budget-as-visionary-opp-calls-it-disappointing-election-specific-9812681/
In Surat, diamond industry stakeholders welcome Export Promotion Mission, rue silence on relief package	The GJEPC chairman, however, requested the finance minister’s support for co-funding global diamond promotion campaigns, the inclusion of jewellery parks in the harmonised infrastructure list, and an Infrastructure Support Fund to develop a gem bourse in Jaipur.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/in-surat-diamond-industry-stakeholders-welcome-export-promotion-mission-rue-silence-on-relief-package-9812614/
Provisions for IIT-Gandhinagar	The budget announced the second phase of Prime Minister Research Fellowship (PMRF) following the success of the first phase, he said.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/provisions-for-iit-gandhinagar-9812682/
Yang Tengbo: Who is alleged Chinese spy linked to Prince Andrew?	The 50-year-old Chinese businessman has been banned from the UK on national security grounds.	February 2, 2025	https://indianexpress.com/article/world/who-yang-tengbo-alleged-chinese-spy-linked-prince-andrew-9812651/
BCG largest recruiter in first cluster of IIMA placement	With 47 firms participating in the process, prominent recruiters in the management consulting cohort included BCG, McKinsey, Kearney, Accenture Strategy, Monitor Deloitte, Simon-Kucher, EY Parthenon, Deloitte, PwC and KPMG.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/bcg-largest-recruiter-in-first-cluster-of-iima-placement-9812623/
Gujarat gang of hackers has accomplices in major Indian banks: Crime Branch	It said that the accused not only made illicit gains by hacking websites of various companies, but also duped players of online betting platform RummyCircle.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/gujarat-gang-of-hackers-has-accomplices-in-major-indian-banks-crime-branch-9812617/
Democrats elect Minnesota"s Ken Martin as their new leader	Martin will be tasked with reversing the fortunes of a bruised and demoralized Democratic Party that not only lost control of the White House last November but failed to win either chamber of Congress.	Updated: February 2, 2025	https://indianexpress.com/article/world/democrats-ken-martin-new-leader-9812664/
Day after new chief secretary takes charge, 64 IAS officers transferred	In a major reshuffle in the state bureaucracy, the Gujarat government Saturday notified the transfer of 64 IAS officers along with promotions, appointing Banchhanidhi Pani as Ahmedabad Municipal Commissioner and handing over additional charge to Avantika Singh Aulakh as Managing Director of Gujarat Alkalies and Chemicals Limited. The IAS transfers come a day after Pankaj [&hellip;]	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/day-after-new-chief-secretary-takes-charge-64-ias-officers-transferred-9812667/
Fire at retirement home near Paris leaves 3 dead, 9 injured	The three victims were residents aged 68, 85 and 96, the Val-d'Oise prefecture said, adding that they died as a result of smoke inhalation.	Updated: February 2, 2025	https://indianexpress.com/article/news-today/paris-retirement-home-fire-dead-injured-9812656/
Bangladesh receives another 16,000 tonnes of rice from India	Bangladesh is set to receive 300,000 tonnes of rice from India under an agreement, with 40 per cent of it being unloaded at Mongla Port and the rest at Chittagong Port, according to the Mongla Food Controller's Office.	Updated: February 2, 2025	https://indianexpress.com/article/news-today/bangladesh-receives-16000-tonnes-rice-from-india-9812647/
Philadelphia plane crash: Six on board, one on ground among dead in Medical jet crash	All six people onboard—Mexican nationals, including a child patient receiving treatment in Philadelphia—died, along with one person on the ground.	Updated: February 2, 2025	https://indianexpress.com/article/world/philadelphia-plane-crash-dead-injured-9812570/
Capex stays strong even as it falls short of FY25 target	The pace of capital expenditure slowed down in the current year primarily due to elections and monsoon-related disruptions. There have also been concerns about capex reaching capacity utilisation constraints.	February 2, 2025	https://indianexpress.com/article/business/capex-stays-strong-even-as-it-falls-short-of-fy25-target-9812612/
Long-term capital gains tax on all FII income hiked to 12.5 pc	 “These amendments will take effect from the April 1, 2026, and shall accordingly, apply in relation to the assessment year 2026-27 and subsequent assessment years,” it said.	Updated: February 2, 2025	https://indianexpress.com/article/business/market/long-term-capital-gains-tax-on-all-fii-income-hiked-to-12-5-pc-9812603/
What is Groundhog Day and why does it fall on February 2?	The origins of Groundhog Day can be traced back to European customs, particularly the Christian festival of Candlemas.	February 2, 2025	https://indianexpress.com/article/world/what-groundhog-day-why-it-fall-february-2-9812587/
148-km chase and 8 damaged police vehicles later, driver of truck that hit Madhya Pradesh BJP chief’s car arrested	The incident occurred on Thursday night. The truck driver, identified as Ajay Malviya, was drunk at the time of the incident, police said.	February 2, 2025	https://indianexpress.com/article/india/148-km-chase-and-8-damaged-police-vehicles-later-driver-of-truck-that-hit-madhya-pradesh-bjp-chiefs-car-arrested-9812574/
Mahapanchayat lands Uttarakhand MLA in new police case days after his camp office was fired upon	According to Haridwar Police, there was stone pelting at the mahapanchayat, after which a case was registered against the independent MLA and his supporters. 	February 2, 2025	https://indianexpress.com/article/india/mahapanchayat-lands-uttarakhand-mla-in-new-police-case-days-after-his-camp-office-was-fired-upon-9812588/
New definition for MSMEs, increased credit guarantee	In her Budget speech, the FM said the investment and turnover limits for classification of all MSMEs will be increased 2.5 and two times respectively.	February 2, 2025	https://indianexpress.com/article/business/budget/new-definition-for-msmes-increased-credit-guarantee-9812564/
"WILL FIND AND KILL YOU": says Donald Trump as US conduct airstrikes on Islamic State in Somalia	"These killers, who we found hiding in caves, threatened the United States and our allies. The strikes destroyed the caves they lived in and killed many terrorists without, in any way, harming civilians," he said.	Updated: February 2, 2025	https://indianexpress.com/article/world/donald-trump-us-airstrikes-isis-somalia-9812511/
Watch | Chaos erupts in Ghana Parliament, lawmakers fight, break furniture	Furniture was overturned, microphones were destroyed, and lawmakers exchanged blows.	Updated: February 2, 2025	https://indianexpress.com/article/world/watch-chaos-erupts-in-ghana-parliament-lawmakers-fight-break-furniture-9812497/
Officials draw up fresh plan for crowd management ahead of tomorrow’s amrit snan	CM reviews preparations, officials told to ensure no overlapping of crowd, increase in parking lots	February 2, 2025	https://indianexpress.com/article/cities/lucknow/officials-draw-up-fresh-plan-for-crowd-management-ahead-of-tomorrows-amrit-snan-9812560/
Happy Basant Panchami 2025: Saraswati puja wishes, images, status, messages, greetings and pictures	Happy Basant Panchami (Saraswati Puja) 2025 Wishes Images, Quotes, Status, SMS, Messages: The celebration is traditionally held on the fifth day of the lunar month Magha. Basant denotes spring, while Panchami represents the fifth.	February 2, 2025	https://indianexpress.com/article/lifestyle/life-style/happy-basant-panchami-2025-saraswati-puja-wishes-images-status-messages-greetings-and-pictures-9812521/
P Chidambaram writes: Ideology trumps Constitution	It appears that the aim of Uttarakhand was not to make a progressive and liberal law in tune with the changing values, morals and mores of society. It was, in the words of the Union Home Minister, to remove the “regressive personal laws”. Uttarakhand’s law is an assertion of majoritarianism 	February 2, 2025	https://indianexpress.com/article/opinion/columns/p-chidambaram-writes-ideology-trumps-constitution-9812478/
The Third Edit: New budget, old poetry	Nirmala Sitharaman’s poetic allusions in budget speech draw upon an old parliamentary tradition	February 2, 2025	https://indianexpress.com/article/opinion/editorials/the-third-edit-new-budget-old-poetry-9812477/
Step-great-grandfather to first cousins: What are prohibited relationships under UCC?	The UCC Act mentions 74 such relationships, 37 each for men and women with whom they cannot marry or be in a live-in relationship unless they have permission from the religious leaders.	February 2, 2025	https://indianexpress.com/article/explained/ucc-prohibited-relationships-uttarakhand-9812329/
Why I stopped listening to music—and how I’m finding my way back	Music was my oxygen. For 42 years, it was the pulse of my existence, the rhythm of my being. I lived inside its intricacies, its ragas and talas, its rises and falls. And then, one day, the silence turned against me.	February 2, 2025	https://indianexpress.com/article/express-sunday-eye/why-i-stopped-listening-to-music-and-how-im-finding-my-way-back-9809558/
